Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
1,110,0,0,80,1,70,BT1,2,VA,0,AB03,BY,7000,2,1967,ARER,2
0,140,0,0,0,0,72,BT1,1,MI,0,AB04,LV,5000,2,1979,OMCE,2
1,105,0,0,0,0,53,BT1,1,MI,0,AB03,BY,15000,1,1998,TLEG,1
0,180,0,0,0,0,79,BT1,1,VA,0,AB05,LV,13000,2,1993,OMCE,2
0,100,0,0,50,1,62,BT1,2,MI,0,AB03,LA,7000,2,1900,TLEG,1
1,105,0,0,0,0,80,BT1,1,VA,0,AB03,LA,9000,1,1962,ARER,1
1,170,0,0,0,0,60,BT1,1,MI,0,AB03,LV,8000,2,1977,TLEG,2
1,160,0,0,0,0,29,BT1,1,MI,0,AB03,BY,17000,4,2007,OMCE,2
1,130,0,0,0,0,57,BT1,1,VA,0,AB03,BY,19000,3,1999,OMCE,2
1,165,0,0,0,0,71,BT1,1,VA,0,AB03,LV,6000,2,1978,OMCE,2
0,150,0,0,0,0,82,BT1,1,VA,0,AB03,BY,7000,2,1965,ARER,1
0,90,30,1,35,1,32,BT1,2,VA,0,AB01,BY,18000,0,1930,TLEG,1
0,165,0,0,0,0,36,BT1,1,VA,0,AB03,LV,5000,1,1972,ARER,1
1,140,0,0,0,0,76,BT1,1,MI,0,AB04,LA,10000,1,1966,ARER,1
1,110,0,0,60,1,75,BT1,2,AL,0,AB03,LV,4000,2,1925,ARER,1
0,95,0,0,60,1,21,BT1,2,VA,0,AB03,BY,8000,2,1880,TLEG,2
0,160,0,0,0,0,58,BT1,1,AL,0,AB03,BY,12000,2,1995,OMCE,2
1,220,70,1,0,0,39,BT1,1,VA,0,AB06,BY,14000,4,1963,TGAR,1
1,135,20,1,0,0,71,BT1,1,AL,0,AB03,BY,10000,2,1973,ARER,2
0,70,0,0,0,0,63,BT1,1,VA,0,AB03,AV,6000,1,1905,META,1
1,125,0,0,0,0,60,BT1,1,MI,0,AB03,BY,8000,2,1963,ARER,1
1,175,0,0,0,0,56,BT1,0,VA,0,AB03,BY,12000,2,2016,TGAR,2
1,155,0,0,0,0,74,BT1,1,VA,0,AB03,BY,9000,2,1965,ARER,2
1,140,40,1,0,0,77,BT1,1,VA,0,AB03,BY,11000,2,1966,TLEG,2
1,140,0,0,0,0,39,BT3,0,VA,0,AB03,BY,19000,4,2015,TGAR,2
0,115,0,0,0,0,65,BT3,2,VA,0,AB03,BY,10000,2,1880,TLEG,1
1,90,0,0,0,0,66,BT1,1,MI,0,AB05,BY,6000,1,1935,ARER,1
1,70,0,0,45,1,62,BT3,2,AL,0,AB02,BY,12000,2,1978,ARER,2
0,165,0,0,0,0,53,BT1,1,VA,0,AB02,BY,9000,2,1960,ARER,2
1,135,0,0,0,0,28,BT1,1,MI,0,AB03,AV,5000,1,1969,ARER,1
0,65,65,1,35,1,58,BT1,2,MI,0,AB03,BY,27000,1,1955,TLEG,2
1,155,0,0,0,0,79,BT1,1,MI,0,AB03,BY,8000,1,1971,TLEG,2
0,175,0,0,0,0,48,BT1,1,VA,0,AB05,LA,16000,4,2006,OMCE,2
1,60,0,0,40,1,61,BT3,2,VA,0,AB02,BY,16000,2,1967,ARER,1
1,200,0,0,0,0,58,BT1,1,VA,1,AB01,BY,11000,2,1977,TLEG,2
1,115,0,0,0,0,58,BT1,1,MI,0,AB03,AV,7000,2,1962,ARER,1
1,105,0,0,0,0,70,BT3,1,VA,0,AB02,BY,12000,2,1968,ARER,2
1,145,0,0,0,0,58,BT1,1,VA,0,AB03,BY,9000,3,1968,BAAR,2
1,135,0,0,0,0,31,BT3,2,VA,0,AB05,BY,24000,2,2008,BAAR,2
1,130,0,0,0,0,54,BT3,1,VA,0,AB01,BY,16000,2,1966,BAAR,1
1,145,0,0,0,0,54,BT1,1,VA,0,AB05,LV,12000,2,1970,META,2
1,150,0,0,50,1,31,BT1,2,VA,0,AB03,AO,5000,4,1930,ARER,2
1,90,25,1,45,1,58,BT1,2,MI,0,AB03,LV,6000,2,1945,ARER,2
1,100,0,0,40,1,46,BT1,2,MI,0,AB05,LV,5000,2,1900,ARER,1
0,155,0,0,0,0,49,BT1,1,VA,0,AB05,BY,15000,3,2009,OMCE,2
0,155,0,0,0,0,49,BT1,1,AL,0,AB03,LV,7000,1,1986,TGAR,2
1,90,10,1,45,1,48,BT1,2,VA,0,AB04,AV,7000,3,1935,TLEG,1
0,60,60,1,50,1,59,BT1,2,VA,0,AB01,BY,7000,2,1925,OMCE,2
0,220,0,0,0,0,57,BT1,0,VA,0,AB03,BY,4000,1,1974,TGAR,1
1,175,0,0,0,0,41,BT1,1,AL,0,AB04,BY,11000,5,1997,OMCE,2
1,90,90,1,65,1,70,BT1,2,VA,0,AB03,AV,7000,2,1920,ARER,2
0,130,0,0,0,0,49,BT1,1,VA,0,AB03,LV,15000,2,1973,ARER,2
1,110,0,0,0,0,77,BT1,1,VA,0,AB03,LV,6000,2,1969,ARER,1
1,60,60,1,0,0,47,BT3,1,AL,0,AB05,BY,32000,2,1940,ARER,1
1,145,50,1,75,1,39,BT1,2,VA,1,AB03,LV,10000,6,1966,OMCE,2
1,155,30,1,0,0,42,BT1,1,VA,0,AB03,BY,9000,5,1999,OMCE,2
1,80,0,0,20,1,66,BT1,2,VA,0,AB02,AO,6000,1,1935,ARER,1
1,140,0,0,0,0,49,BT1,1,VA,0,AB03,BY,27000,2,1995,OMCE,2
1,165,45,1,0,0,69,BT1,1,VA,0,AB03,BY,13000,2,1975,OMCE,2
1,135,0,0,0,0,42,BT1,1,VA,0,AB04,BY,9000,5,1976,ARER,2
1,150,0,0,0,0,48,BT1,0,VA,1,AB03,BY,14000,2,2016,TGAR,2
0,120,0,0,0,0,69,BT1,1,VA,0,AB03,BY,15000,2,1971,OMCE,2
1,230,140,1,20,1,75,BT1,3,VA,0,AB04,BY,8000,2,1910,TLEG,1
1,105,0,0,0,0,37,BT1,1,MI,0,AB03,BY,8000,1,1958,ARER,1
1,115,50,1,0,0,65,BT1,1,VA,0,AB03,BY,19000,2,1964,OMCE,1
1,135,0,0,0,0,36,BT1,1,VA,0,AB03,BY,10000,2,1966,OMCE,2
1,175,0,0,0,0,72,BT1,1,VA,0,AB02,LV,6000,2,1971,ARER,1
0,115,90,1,0,0,65,BT1,1,VA,0,AB02,BY,20000,2,1955,ARER,2
0,115,0,0,0,0,43,BT1,0,VA,0,AB03,BY,10000,4,2015,TLEG,1
1,150,0,0,0,0,48,BT1,1,AL,0,AB05,BY,7000,2,1962,ARER,1
0,100,0,0,50,1,47,BT1,2,MI,0,AB03,AO,8000,2,1977,TLEG,1
1,90,0,0,45,1,41,BT1,2,MI,0,AB03,LA,6000,6,1860,ARER,2
1,130,0,0,0,0,28,BT1,1,VA,0,AB02,BY,14000,3,1967,ARER,2
1,65,0,0,45,1,44,BT1,2,AL,0,AB03,BY,10000,4,1925,TLEG,1
0,85,10,1,55,1,41,BT1,2,VA,0,AB02,BY,6000,3,1910,ARER,1
1,175,0,0,0,0,34,BT1,1,MI,1,AB04,BY,25000,5,1968,TLEG,2
1,100,0,0,0,0,85,BT3,1,MI,0,AB05,LA,12000,1,2003,TLEG,2
0,110,0,0,0,0,74,BT3,2,VA,0,AB05,BY,14000,1,1982,OMCE,2
1,160,0,0,0,0,50,BT1,1,MI,0,AB05,LA,15000,2,2005,OMCE,2
1,95,0,0,80,1,55,BT1,2,AL,0,AB03,BY,8000,1,1979,OMCE,2
0,135,0,0,0,0,42,BT1,1,VA,1,AB01,BY,18000,5,1965,TLEG,2
0,180,0,0,0,0,41,BT1,1,VA,0,AB03,BY,5000,3,2015,TLEG,2
1,160,0,0,0,0,33,BT1,1,VA,0,AB03,LA,18000,2,2005,TLEG,2
1,185,0,0,0,0,72,BT1,1,VA,0,AB03,LV,9000,1,1967,OMCE,2
1,115,15,1,70,1,37,BT1,2,MI,0,AB02,LA,7000,4,1945,TLEG,1
0,210,60,1,0,0,72,BT1,1,VA,0,AB04,BY,23000,2,1979,OMCE,4
0,85,85,1,0,0,63,BT1,1,MI,0,AB03,BY,21000,2,1950,ARER,1
1,95,95,1,60,1,58,BT1,2,VA,0,AB03,BY,9000,3,1950,TLEG,3
0,140,60,1,0,0,45,BT1,1,VA,0,AB03,LA,15000,1,1960,META,2
1,115,0,0,0,0,67,BT1,1,VA,0,AB03,LV,11000,2,2003,OMCE,1
1,190,0,0,0,0,46,BT1,1,VA,0,AB03,AV,4000,5,1973,ARER,2
1,100,0,0,40,1,59,BT1,2,MI,0,AB03,BY,12000,2,1920,ARER,1
0,135,0,0,0,0,61,BT1,1,AL,0,AB03,LA,8000,2,1979,OMCE,1
0,135,0,0,0,0,54,BT1,1,MI,0,AB04,BY,18000,3,1965,ARER,1
1,120,0,0,75,1,71,BT1,2,MI,0,AB01,BY,8000,2,1964,ARER,2
1,90,90,1,0,0,46,BT1,1,VA,0,AB01,BY,19000,3,1935,TGAR,1
1,120,0,0,80,1,53,BT1,2,CA,0,AB03,LV,9000,2,1999,TLEG,2
1,160,0,0,0,0,50,BT1,1,MI,0,AB03,LV,13000,4,2003,OMCE,2
1,145,0,0,0,0,56,BT1,1,CA,0,AB03,LA,13000,2,2009,OMCE,2
1,120,0,0,0,0,57,BT1,1,VA,0,AB03,LV,9000,1,1987,ARER,1
1,150,10,1,105,1,54,BT1,2,AL,0,AB03,LV,5000,4,1930,TLEG,3
1,195,15,1,0,0,59,BT1,1,VA,1,AB01,BY,22000,2,1996,TLEG,3
0,260,0,0,50,1,60,BT1,2,AL,0,AB03,AV,9000,3,2015,ARER,3
0,170,0,0,0,0,72,BT1,1,VA,0,AB01,LV,8000,1,1999,OMCE,2
1,105,0,0,0,0,47,BT1,0,VA,0,AB03,BY,14000,4,2016,OMCE,1
1,150,0,0,0,0,76,BT1,1,VA,0,AB03,BY,8000,2,1967,ARER,2
1,65,15,1,40,1,42,BT1,2,MI,0,AB01,AV,4000,1,1940,OMCE,1
0,65,20,1,40,1,73,BT1,2,AL,0,AB03,BY,12000,2,1950,TLEG,1
1,155,0,0,0,0,59,BT1,1,VA,0,AB03,BY,13000,2,1994,OMCE,2
0,110,0,0,0,0,25,BT3,1,MI,0,AB03,BY,10000,2,1970,BAAR,1
0,160,0,0,0,0,41,BT1,1,MI,0,AB03,BY,15000,5,1967,ARER,2
1,135,0,0,0,0,79,BT1,1,VA,0,AB03,BY,24000,2,1964,TLEG,2
1,110,0,0,0,0,76,BT1,1,MI,0,AB02,LA,10000,1,1965,ARER,1
1,70,50,1,50,1,65,BT1,2,VA,0,AB03,BY,14000,1,1930,TLEG,1
1,200,0,0,0,0,78,BT1,1,VA,0,AB03,LV,7000,1,1972,ARER,2
0,65,0,0,50,1,63,BT3,2,VA,0,AB03,BY,17000,1,1985,OMCE,1
1,250,0,0,0,0,45,BT1,1,VA,0,AB03,BY,13000,5,2010,TGAR,3
1,115,0,0,0,0,65,BT1,1,MI,0,AB04,BY,9000,1,1963,ARER,1
1,160,0,0,0,0,46,BT1,1,AL,0,AB01,BY,12000,5,1996,OMCE,2
1,150,0,0,0,0,72,BT1,1,VA,0,AB04,LA,11000,2,2007,OMCE,2
1,120,0,0,0,0,74,BT3,1,VA,0,AB04,BY,14000,2,2004,OMCE,2
1,135,30,1,0,0,73,BT1,1,AL,0,AB03,BY,22000,2,1957,META,2
1,125,10,1,40,1,48,BT1,2,VA,1,AB02,LV,10000,4,1956,TLEG,2
1,155,0,0,0,0,72,BT1,1,MI,0,AB01,BY,10000,3,1962,ARER,2
1,110,5,1,55,1,68,BT1,2,VA,0,AB03,LV,5000,2,1925,TLEG,1
0,85,0,0,0,0,46,BT1,1,MI,1,AB03,BY,15000,2,1958,TLEG,1
1,105,0,0,0,0,73,BT3,1,VA,0,AB01,BY,12000,2,1981,OMCE,1
0,65,10,1,35,1,45,BT1,2,VA,0,AB02,BY,17000,1,1910,TLEG,1
0,100,10,1,50,1,71,BT1,2,AL,0,AB03,LA,4000,2,1930,OMCE,1
1,155,70,1,35,1,39,BT1,2,VA,1,AB05,LV,8000,1,1958,ARER,2
0,85,0,0,40,1,72,BT1,2,VA,0,AB01,BY,16000,2,1930,TLEG,1
1,75,30,1,45,1,39,BT3,2,VA,0,AB03,BY,60000,4,1925,TLEG,2
0,145,0,0,0,0,65,BT1,1,VA,0,AB05,LV,8000,2,1974,ARER,1
0,80,80,1,60,1,44,BT1,2,VA,0,AB03,BY,26000,4,1925,TLEG,2
1,165,0,0,0,0,77,BT1,1,MI,0,AB01,BY,12000,1,1974,TLEG,2
0,115,0,0,0,0,70,BT3,1,VA,0,AB05,BY,12000,2,1971,BAAR,2
1,120,10,1,25,1,56,BT1,2,MI,0,AB05,BY,4000,4,1860,TLEG,1
1,155,0,0,0,0,40,BT1,1,VA,1,AB02,BY,18000,4,1989,ARER,2
0,280,0,0,0,0,43,BT1,0,VA,0,AB03,BY,11000,4,2015,TGAR,2
1,65,55,1,40,1,50,BT1,2,VA,0,AB02,BY,9000,1,1920,TLEG,2
0,85,0,0,45,1,24,BT3,2,MI,0,AB03,BY,10000,3,1981,OMCE,1
1,110,0,0,0,0,40,BT3,2,MI,0,AB02,BY,18000,2,1973,ARER,2
1,180,0,0,0,0,65,BT1,1,VA,0,AB03,BY,10000,2,1978,ARER,2
0,150,0,0,0,0,33,BT1,1,VA,0,AB03,LA,8000,1,1860,ARER,1
0,145,0,0,0,0,71,BT1,1,VA,0,AB03,BY,16000,2,1989,OMCE,2
1,70,65,1,50,1,51,BT1,2,AL,0,AB01,BY,18000,2,1930,TLEG,2
1,130,0,0,0,0,42,BT1,1,MI,1,AB03,LV,9000,3,1989,OMCE,1
1,210,0,0,0,0,44,BT1,1,VA,0,AB03,AO,13000,4,1999,ARER,2
1,120,0,0,0,0,59,BT1,1,VA,0,AB05,BY,11000,2,1967,TLEG,1
0,125,0,0,0,0,49,BT1,1,VA,0,AB03,LA,9000,3,1967,ARER,1
1,125,0,0,0,0,57,BT1,1,MI,0,AB03,BY,16000,1,1985,OMCE,1
0,115,0,0,0,0,72,BT1,1,CA,0,AB04,AV,5000,2,1970,ARER,1
0,105,0,0,80,1,39,BT1,2,VA,0,AB01,BY,18000,5,1979,OMCE,2
1,160,0,0,0,0,47,BT1,1,VA,0,AB03,LA,11000,4,1965,ARER,2
0,120,0,0,50,1,67,BT1,2,AL,0,AB01,AV,3000,2,1900,ARER,1
1,310,0,0,50,1,68,BT1,2,VA,0,AB03,AV,2000,2,1935,META,2
1,110,0,0,0,0,71,BT3,2,VA,0,AB02,BY,19000,2,1973,ARER,2
0,60,30,1,40,1,42,BT3,2,AL,0,AB03,BY,18000,2,1962,ARER,1
0,80,0,0,40,1,73,BT1,2,CA,0,AB03,AO,14000,1,1915,ARER,1
1,160,0,0,110,1,51,BT1,2,VA,1,AB02,LV,5000,4,1972,ARER,2
0,130,0,0,60,1,68,BT1,2,MI,0,AB03,AV,11000,2,2016,TGAR,2
0,135,0,0,0,0,70,BT1,1,VA,0,AB02,LV,9000,2,1976,TLEG,2
0,140,0,0,0,0,78,BT1,1,VA,0,AB05,LV,13000,1,1998,OMCE,2
0,130,0,0,0,0,70,BT1,1,VA,0,AB05,BY,10000,2,1972,ARER,1
1,100,0,0,65,1,68,BT1,2,AL,0,AB03,BY,6000,2,1985,TLEG,2
1,170,0,0,0,0,45,BT1,1,VA,0,AB03,LV,9000,6,1915,ARER,1
1,95,0,0,0,0,56,BT1,1,VA,0,AB03,AV,4000,2,1957,ARER,1
0,60,55,1,50,1,46,BT3,2,MI,0,AB03,BY,24000,3,1945,TLEG,2
0,130,0,0,0,0,49,BT1,1,VA,0,AB03,BY,7000,2,1965,ARER,1
0,170,0,0,0,0,73,BT1,1,VA,0,AB03,BY,8000,2,1969,ARER,2
0,60,0,0,40,1,61,BT3,2,AL,0,AB03,BY,12000,2,1980,ARER,2
1,155,0,0,0,0,70,BT1,1,VA,0,AB03,LV,9000,2,1984,OMCE,2
1,150,0,0,0,0,47,BT1,1,MI,0,AB03,AO,13000,4,1972,ARER,1
1,90,0,0,0,0,71,BT3,1,MI,0,AB03,BY,16000,1,2005,TLEG,1
1,70,70,1,50,1,54,BT1,2,VA,0,AB05,BY,9000,1,1950,TLEG,2
1,150,0,0,0,0,69,BT1,1,MI,0,AB03,BY,13000,2,1986,OMCE,2
1,125,0,0,0,0,40,BT1,1,VA,1,AB01,BY,23000,3,1983,A0DM,1
0,160,0,0,0,0,33,BT1,1,VA,0,AB03,BY,16000,2,2013,OMCE,2
1,95,95,1,35,1,56,BT1,2,VA,0,AB03,LV,5000,1,1930,TLEG,1
1,135,0,0,0,0,36,BT1,1,VA,0,AB03,BY,11000,3,1979,ARER,2
0,180,0,0,0,0,60,BT1,1,VA,0,AB03,BY,10000,2,1969,ARER,2
0,130,0,0,0,0,33,BT1,1,VA,0,AB01,BY,15000,2,2005,OMCE,1
1,110,0,0,0,0,66,BT1,1,VA,0,AB03,BY,11000,2,1963,ARER,1
1,75,60,1,40,1,64,BT1,2,MI,0,AB04,BY,20000,2,1950,TLEG,2
1,100,50,1,35,1,37,BT1,3,MI,0,AB04,BY,24000,1,1880,TLEG,1
1,95,0,0,60,1,47,BT1,2,AL,0,AB03,BY,31000,3,1935,TLEG,2
1,120,0,0,0,0,44,BT3,2,VA,1,AB03,BY,13000,1,1983,TLEG,1
1,85,0,0,65,1,50,BT1,2,VA,0,AB05,AV,7000,5,1980,ARER,2
0,130,0,0,0,0,71,BT1,0,VA,0,AB03,BY,14000,2,2016,TGAR,2
0,75,0,0,0,0,43,BT1,1,VA,0,AB03,AV,12000,2,1935,OMCE,1
1,95,0,0,0,0,68,BT1,1,VA,0,AB03,BY,10000,2,1964,ARER,1
1,100,90,1,75,1,67,BT1,2,VA,0,AB01,BY,22000,2,1910,TLEG,1
1,105,0,0,0,0,48,BT1,1,MI,0,AB04,LA,13000,3,1971,ARER,1
1,140,0,0,0,0,72,BT1,1,VA,0,AB03,BY,9000,1,1969,ARER,2
0,130,0,0,0,0,87,BT1,1,MI,0,AB03,BY,25000,1,1962,ARER,1
1,110,0,0,0,0,78,BT1,1,VA,0,AB05,BY,22000,2,1965,TLEG,1
1,135,50,1,0,0,50,BT1,1,VA,0,AB03,LV,8000,4,1963,OMCE,1
1,135,0,0,0,0,76,BT3,1,VA,0,AB04,BY,19000,2,1967,TLEG,2
1,70,10,1,35,1,62,BT1,2,VA,0,AB03,LV,8000,1,1935,TLEG,2
0,165,0,0,0,0,76,BT1,1,VA,0,AB03,BY,19000,2,1995,OMCE,2
0,110,0,0,0,0,69,BT1,1,AL,0,AB03,BY,9000,2,1959,ARER,1
0,90,0,0,0,0,55,BT1,1,VA,0,AB02,BY,13000,2,1900,ARER,1
1,120,0,0,0,0,69,BT1,1,VA,0,AB03,BY,7000,1,1962,ARER,1
0,60,0,0,0,0,25,BT1,1,VA,0,AB02,AV,7000,1,1880,ARER,1
0,50,0,0,20,1,66,BT3,2,MI,0,AB04,BY,10000,1,1880,ARER,1
0,120,0,0,60,1,50,BT1,2,VA,1,AB05,LV,3000,2,1880,ARER,2
1,230,25,1,115,1,39,BT1,2,VA,1,AB03,AV,3000,2,1915,OMCE,3
1,80,0,0,65,1,33,BT3,2,MI,0,AB03,LV,10000,4,2007,OMCE,2
1,65,55,1,45,1,42,BT1,2,VA,0,AB04,AV,5000,1,1900,ARER,1
0,50,15,1,20,1,42,BT1,2,VA,0,AB03,LV,12000,3,1940,ARER,1
1,90,0,0,0,0,70,BT3,1,MI,0,AB02,BY,17000,2,2004,TLEG,1
0,90,0,0,0,0,50,BT1,1,VA,1,AB04,LV,6000,2,1963,ARER,1
1,90,90,1,65,1,61,BT1,2,VA,0,AB04,BY,10000,1,1930,TLEG,2
1,85,0,0,0,0,73,BT1,1,MI,0,AB03,BY,20000,1,1981,ARER,1
1,135,0,0,0,0,32,BT3,0,VA,0,AB03,BY,19000,4,2016,TLEG,2
1,165,0,0,0,0,65,BT1,1,VA,0,AB02,BY,10000,2,1977,TLEG,1
0,125,0,0,0,0,55,BT1,1,VA,0,AB03,BY,9000,3,1992,TGAR,1
0,95,0,0,0,0,35,BT1,1,MI,0,AB03,LV,6000,1,1960,TGAR,1
0,150,0,0,0,0,69,BT1,1,VA,0,AB03,LV,10000,2,1971,TLEG,2
0,150,0,0,0,0,59,BT1,1,AL,0,AB04,LV,18000,2,1998,OMCE,2
0,240,0,0,0,0,71,BT1,0,VA,0,AB03,BY,10000,2,2015,OMCE,2
1,130,0,0,75,1,52,BT1,2,VA,0,AB02,BY,11000,4,1976,OMCE,2
0,125,0,0,0,0,58,BT1,1,MI,0,AB03,BY,11000,2,1968,TLEG,2
0,100,0,0,0,0,82,BT1,1,VA,0,AB03,LV,8000,2,1966,ARER,1
0,120,0,0,60,1,40,BT1,2,CA,0,AB04,AV,4000,4,1900,ARER,1
1,195,0,0,0,0,33,BT1,0,VA,1,AB03,BY,23000,3,2015,TGAR,2
0,65,0,0,20,1,61,BT3,2,MI,0,AB03,BY,13000,1,1780,ARER,1
1,175,0,0,0,0,72,BT1,1,VA,0,AB03,LV,10000,1,1971,ARER,2
1,175,85,1,50,1,55,BT1,2,VA,1,AB05,BY,15000,2,1950,ARER,3
1,145,0,0,0,0,34,BT1,0,VA,0,AB03,BY,9000,2,2016,TLEG,2
1,170,0,0,0,0,48,BT1,1,MI,0,AB03,LV,5000,3,1974,ARER,2
0,135,0,0,40,1,56,BT1,2,VA,0,AB03,AV,4000,3,1910,TLEG,1
0,155,0,0,0,0,56,BT1,1,VA,0,AB03,BY,11000,2,2014,OMCE,2
1,135,0,0,0,0,55,BT3,2,VA,0,AB03,BY,16000,3,1970,OMCE,2
1,85,125,1,0,0,55,BT1,1,AL,0,AB01,BY,25000,3,1945,TLEG,2
1,105,0,0,0,0,45,BT1,1,VA,0,AB03,BY,9000,4,1966,ARER,1
1,160,0,0,0,0,68,BT1,1,MI,0,AB03,AV,4000,1,1975,ARER,1
1,230,120,1,0,0,47,BT1,2,MI,1,AB04,BY,29000,1,1900,A0DM,2
1,130,5,1,55,1,64,BT1,2,VA,0,AB03,LV,4000,2,1925,ARER,1
1,110,0,0,0,0,39,BT1,1,VA,0,AB04,LV,5000,4,1965,ARER,1
1,175,0,0,0,0,30,BT1,1,MI,0,AB03,BY,12000,3,2007,ARER,2
1,180,0,0,0,0,49,BT1,1,VA,0,AB04,LV,8000,2,1973,ARER,2
1,110,0,0,0,0,53,BT1,1,MI,0,AB03,BY,12000,1,1963,ARER,1
0,130,0,0,120,1,53,BT1,2,VA,0,AB05,BY,4000,4,1971,ARER,2
1,120,0,0,0,0,74,BT1,1,AL,0,AB03,LV,9000,2,1969,ARER,1
0,105,0,0,0,0,52,BT1,1,VA,0,AB01,AV,5000,2,1961,ARER,1
1,110,0,0,90,1,53,BT1,2,VA,0,AB03,LV,6000,2,1977,ARER,2
1,50,0,0,35,1,29,BT1,2,VA,0,AB04,BY,14000,1,1880,TLEG,1
0,100,0,0,60,1,58,BT1,2,AL,1,AB03,LV,7000,2,1900,OMCE,2
1,115,0,0,55,1,65,BT1,2,VA,1,AB03,BY,5000,3,1880,I0G0,1
0,150,0,0,0,0,41,BT1,1,VA,1,AB04,BY,16000,4,2005,OMCE,2
1,190,0,0,0,0,66,BT1,1,VA,0,AB03,BY,14000,2,1987,TLEG,2
1,160,0,0,0,0,69,BT1,1,VA,0,AB03,LV,7000,2,1963,TGAR,2
1,100,0,0,0,0,27,BT1,1,VA,0,AB03,LV,9000,1,1965,ARER,1
1,135,0,0,0,0,62,BT1,1,MI,0,AB03,BY,8000,3,1973,ARER,2
1,75,20,1,25,1,65,BT1,2,MI,0,AB03,BY,18000,2,1950,TLEG,1
0,190,0,0,45,1,38,BT1,2,VA,0,AB03,LA,12000,5,2010,OMCE,2
1,130,0,0,0,0,57,BT1,1,MI,0,AB03,AV,7000,1,1978,ARER,1
1,70,50,1,0,0,55,BT1,1,VA,0,AB03,LV,14000,1,1961,ARER,1
0,180,65,1,0,0,65,BT1,1,VA,0,AB04,AV,6000,2,1984,OMCE,2
1,130,0,0,0,0,67,BT1,1,AL,0,AB04,BY,9000,2,1978,ARER,1
1,165,0,0,0,0,31,BT3,1,MI,0,AB01,BY,10000,3,1978,ARER,2
0,115,0,0,0,0,71,BT3,1,VA,0,AB02,BY,19000,2,2007,TLEG,1
1,230,130,1,0,0,55,BT1,2,VA,0,AB03,LV,13000,5,1940,TLEG,3
1,135,75,1,45,1,43,BT1,2,VA,0,AB05,LV,5000,4,1950,TLEG,3
1,100,0,0,0,0,43,BT3,1,VA,0,AB05,BY,20000,4,1980,BAAR,1
1,90,0,0,0,0,66,BT3,1,MI,0,AB03,BY,17000,1,1981,OMCE,1
1,110,35,1,30,1,33,BT1,2,AL,0,AB03,BY,11000,4,1955,TLEG,2
1,190,0,0,10,1,49,BT1,1,VA,0,AB03,AV,7000,5,1940,TLEG,1
1,120,0,0,0,0,70,BT1,1,VA,0,AB03,LA,9000,1,1972,OMCE,2
0,75,10,1,55,1,47,BT1,2,MI,0,AB04,BY,14000,5,1920,OMCE,2
1,170,0,0,0,0,72,BT1,1,AL,0,AB03,BY,14000,2,2013,TGAR,2
1,100,15,1,0,0,69,BT1,1,VA,0,AB04,LV,7000,1,1960,ARER,1
1,125,0,0,0,0,52,BT1,1,VA,0,AB03,AV,4000,4,1961,ARER,2
1,85,0,0,0,0,32,BT3,1,VA,0,AB03,BY,11000,0,1976,ARER,1
1,60,60,1,40,1,32,BT1,2,VA,0,AB01,LV,8000,1,1930,TLEG,2
1,100,0,0,75,1,57,BT1,2,VA,0,AB03,LV,4000,1,1979,ARER,2
1,160,75,1,0,0,87,BT1,1,MI,0,AB03,BY,9000,1,1964,TLEG,2
1,250,80,1,0,0,80,BT1,1,VA,0,AB04,AV,8000,1,1961,BAAR,2
1,60,0,0,0,0,27,BT3,1,VA,1,AB03,BY,12000,1,1978,BAAR,1
0,195,0,0,0,0,80,BT1,1,VA,0,AB03,LV,14000,2,2008,TLEG,2
0,120,120,1,0,0,71,BT1,1,VA,0,AB03,BY,24000,2,1980,TLEG,2
1,210,100,1,0,0,70,BT1,1,VA,0,AB03,AO,10000,2,1970,ARER,2
0,135,0,0,0,0,32,BT1,0,VA,0,AB03,BY,10000,0,2016,TLEG,2
1,140,0,0,0,0,41,BT1,1,VA,0,AB03,LA,10000,2,1973,ARER,2
1,170,0,0,0,0,74,BT1,1,AL,0,AB01,BY,9000,2,1967,ARER,2
1,135,0,0,0,0,72,BT1,1,MI,0,AB03,BY,17000,2,1970,ARER,2
1,155,0,0,0,0,44,BT1,1,MI,0,AB04,LA,11000,4,1974,ARER,2
0,135,0,0,0,0,55,BT1,1,VA,0,AB02,BY,12000,3,1990,TLEG,1
1,65,0,0,45,1,67,BT1,2,VA,0,AB03,BY,20000,2,1900,OMCE,1
1,90,60,1,40,1,51,BT1,2,AL,0,AB01,BY,8000,1,1930,ARER,2
1,120,0,0,0,0,72,BT1,1,VA,0,AB03,BY,8000,2,1977,ARER,2
0,165,90,1,0,0,60,BT1,1,VA,0,AB03,AV,4000,2,1963,ARER,2
1,145,0,0,0,0,61,BT1,1,VA,0,AB01,BY,9000,2,1976,ARER,2
0,60,0,0,30,1,57,BT3,2,VA,0,AB04,BY,9000,1,1925,TLEG,1
0,60,0,0,15,1,32,BT3,2,VA,0,AB03,LV,5000,0,1920,ARER,1
1,210,0,0,0,0,45,BT1,1,VA,0,AB04,BY,14000,4,2000,TLEG,2
1,180,0,0,0,0,63,BT1,1,AL,0,AB03,BY,15000,2,1965,BAAR,3
1,125,0,0,0,0,28,BT1,1,VA,0,AB03,LV,5000,4,1977,ARER,2
